ID,duration of routing servers update (in ms)
2022-04-08T10:22:24Z,103630
2022-04-08T10:27:23Z,102270
2022-04-08T10:32:23Z,102159
2022-04-08T10:37:23Z,102802
2022-04-08T10:42:23Z,102453
2022-04-08T10:47:24Z,103536
2022-04-08T10:52:23Z,102450
2022-04-08T10:57:23Z,102008
2022-04-08T11:02:21Z,100855
2022-04-08T11:07:21Z,100288
2022-04-08T11:12:22Z,101558
2022-04-08T11:17:22Z,101418
2022-04-08T11:22:24Z,103606
2022-04-08T11:27:22Z,101029
2022-04-08T11:32:22Z,101578
2022-04-08T11:37:24Z,103394
2022-04-08T11:42:24Z,103134
2022-04-08T11:47:23Z,102631
2022-04-08T11:52:24Z,103871
2022-04-08T11:57:28Z,107252
2022-04-08T12:02:24Z,103110
2022-04-08T12:07:27Z,106033
2022-04-08T12:12:25Z,104428
2022-04-08T12:17:24Z,103381
2022-04-08T12:22:25Z,104054
2022-04-08T12:27:25Z,104438
2022-04-08T12:32:27Z,106261
2022-04-08T12:37:26Z,105936
2022-04-08T12:42:28Z,107709
2022-04-08T12:47:27Z,106598
2022-04-08T12:52:26Z,105327
2022-04-08T12:57:25Z,104692
2022-04-08T13:02:28Z,107585
2022-04-08T13:07:26Z,105696
2022-04-08T13:12:26Z,105030
2022-04-08T13:17:26Z,105576
2022-04-08T13:22:30Z,109268
2022-04-08T13:27:30Z,109020
2022-04-08T13:32:31Z,110171
2022-04-08T13:37:28Z,107919
2022-04-08T13:42:28Z,107816
2022-04-08T13:47:28Z,107414
2022-04-08T13:52:29Z,108677
2022-04-08T13:57:35Z,110344
2022-04-08T14:02:31Z,109977
2022-04-08T14:07:32Z,111006
2022-04-08T14:12:29Z,108657
2022-04-08T14:17:29Z,107985
2022-04-08T14:22:30Z,109562
2022-04-08T14:27:32Z,111321
2022-04-08T14:32:30Z,109130
2022-04-08T14:37:30Z,109460
2022-04-08T14:42:30Z,109678
2022-04-08T14:47:30Z,109387
2022-04-08T14:52:31Z,110222
2022-04-08T14:57:30Z,109595
2022-04-08T15:02:33Z,112609
2022-04-08T15:07:29Z,108469
2022-04-08T15:12:31Z,110222
2022-04-08T15:17:32Z,109991
2022-04-08T15:22:32Z,111391
2022-04-08T15:27:32Z,111585
2022-04-08T15:32:31Z,110196
2022-04-08T15:37:33Z,112583
2022-04-08T15:42:31Z,110784
2022-04-08T15:47:33Z,112213
2022-04-08T15:52:34Z,113715
2022-04-08T15:57:36Z,114984
2022-04-08T16:02:33Z,112079
2022-04-08T16:07:32Z,111439
2022-04-08T16:12:36Z,113110
2022-04-08T16:17:32Z,111852
2022-04-08T16:22:30Z,109756
2022-04-08T16:27:36Z,115720
2022-04-08T16:32:33Z,112558
2022-04-08T16:37:34Z,113546
2022-04-08T16:42:34Z,113890
2022-04-08T16:47:36Z,115777
2022-04-08T16:52:34Z,112978
2022-04-08T16:57:33Z,112853
2022-04-08T17:02:33Z,112901
2022-04-08T17:07:34Z,113199
2022-04-08T17:12:34Z,113285
2022-04-08T17:17:36Z,115158
2022-04-08T17:22:33Z,112707
2022-04-08T17:27:36Z,115992
2022-04-08T17:32:33Z,112921
2022-04-08T17:37:34Z,113910
2022-04-08T17:42:34Z,113898
2022-04-08T17:47:36Z,113990
2022-04-08T17:52:36Z,115306
2022-04-08T17:57:41Z,120776
2022-04-08T18:02:37Z,116924
2022-04-08T18:07:40Z,119800
2022-04-08T18:12:40Z,119398
2022-04-08T18:17:37Z,116172
2022-04-08T18:22:39Z,118466
2022-04-08T18:27:39Z,118464
2022-04-08T18:32:41Z,120457
2022-04-08T18:37:41Z,120146
2022-04-08T18:42:38Z,117445
2022-04-08T18:47:42Z,121295
2022-04-08T18:52:36Z,115492
2022-04-08T18:57:39Z,118309
2022-04-08T19:02:39Z,117456
2022-04-08T19:07:38Z,117131
2022-04-08T19:12:37Z,116610
2022-04-08T19:17:38Z,117923
2022-04-08T19:22:37Z,116014
2022-04-08T19:27:39Z,118762
2022-04-08T19:32:41Z,120261
2022-04-08T19:37:40Z,119072
2022-04-08T19:42:41Z,120102
2022-04-08T19:47:40Z,119017
2022-04-08T19:52:38Z,117952
2022-04-08T19:57:41Z,120119
2022-04-08T20:02:39Z,118736
2022-04-08T20:07:42Z,121816
2022-04-08T20:12:42Z,121396
2022-04-08T20:17:40Z,119430
2022-04-08T20:22:40Z,117112
2022-04-08T20:27:39Z,118673
2022-04-08T20:32:42Z,120441
2022-04-08T20:37:42Z,121284
2022-04-08T20:43:01Z,140741
2022-04-08T20:47:38Z,117919
2022-04-08T20:52:40Z,119313
2022-04-08T20:57:43Z,122098
2022-04-08T21:02:42Z,121682
2022-04-08T21:07:43Z,122507
2022-04-08T21:12:43Z,121992
2022-04-08T21:17:44Z,122996
2022-04-08T21:22:41Z,120636
2022-04-08T21:27:41Z,120815
2022-04-08T21:32:41Z,120821
2022-04-08T21:37:42Z,120499
2022-04-08T21:42:42Z,121823
2022-04-08T21:47:42Z,121475
2022-04-08T21:52:40Z,119411
2022-04-08T21:57:40Z,119624
2022-04-08T22:02:44Z,123297
2022-04-08T22:07:42Z,121636
2022-04-08T22:12:46Z,125627
2022-04-08T22:17:45Z,124691
2022-04-08T22:22:44Z,123253
2022-04-08T22:27:48Z,127263
2022-04-08T22:32:43Z,122855
2022-04-08T22:37:44Z,123589
2022-04-08T22:42:44Z,123552
2022-04-08T22:47:45Z,124951
2022-04-08T22:52:44Z,123448
2022-04-08T22:57:44Z,123515
2022-04-08T23:02:45Z,124092
2022-04-08T23:08:13Z,152463
2022-04-08T23:12:44Z,123778
2022-04-08T23:17:43Z,122508
2022-04-08T23:22:44Z,123793
2022-04-08T23:27:47Z,126575
2022-04-08T23:32:46Z,125857
2022-04-08T23:37:44Z,123868
2022-04-08T23:42:44Z,123258
2022-04-08T23:47:43Z,122078
2022-04-08T23:52:43Z,122307
2022-04-08T23:57:46Z,125277
2022-04-09T00:02:48Z,127101
2022-04-09T00:07:44Z,123961
2022-04-09T00:12:44Z,123049
2022-04-09T00:17:45Z,123871
2022-04-09T00:22:49Z,128363
2022-04-09T00:27:49Z,128945
2022-04-09T00:32:48Z,127319
2022-04-09T00:37:48Z,127338
2022-04-09T00:42:44Z,123662
2022-04-09T00:47:55Z,134237
2022-04-09T00:52:45Z,124047
2022-04-09T00:57:44Z,123184
2022-04-09T01:02:44Z,123182
2022-04-09T01:07:45Z,124616
2022-04-09T01:12:47Z,126464
2022-04-09T01:17:46Z,125497
2022-04-09T01:22:43Z,122167
2022-04-09T01:27:47Z,126068
2022-04-09T01:32:49Z,125917
2022-04-09T01:37:48Z,125217
2022-04-09T01:42:45Z,123130
2022-04-09T01:47:47Z,126720
2022-04-09T01:52:49Z,127959
2022-04-09T01:57:46Z,125151
2022-04-09T02:02:46Z,125062
2022-04-09T02:07:46Z,125319
2022-04-09T02:13:03Z,142041
2022-04-09T02:17:43Z,122484
2022-04-09T02:22:45Z,124564
2022-04-09T02:27:49Z,125942
2022-04-09T02:33:03Z,140808
2022-04-09T02:37:48Z,127678
2022-04-09T02:42:43Z,122966
2022-04-09T02:47:48Z,127347
2022-04-09T02:52:47Z,126203
2022-04-09T02:57:46Z,125244
2022-04-09T03:02:46Z,125683
2022-04-09T03:07:47Z,126041
2022-04-09T03:12:46Z,125661
2022-04-09T03:17:45Z,124633
2022-04-09T03:22:44Z,123930
2022-04-09T03:27:47Z,126052
2022-04-09T03:32:45Z,124553
2022-04-09T03:37:44Z,123980
2022-04-09T03:42:47Z,126105
2022-04-09T03:47:44Z,123928
2022-04-09T03:52:46Z,125678
2022-04-09T03:57:49Z,128165
2022-04-09T04:02:49Z,128348
2022-04-09T04:07:46Z,124990
2022-04-09T04:12:46Z,125410
2022-04-09T04:17:49Z,128071
2022-04-09T04:22:45Z,124694
2022-04-09T04:27:48Z,127332
2022-04-09T04:32:46Z,125049
2022-04-09T04:37:48Z,127957
2022-04-09T04:42:48Z,127647
2022-04-09T04:47:48Z,127654
2022-04-09T04:52:46Z,125308
2022-04-09T04:57:48Z,127919
2022-04-09T05:02:51Z,130214
2022-04-09T05:07:48Z,127151
2022-04-09T05:12:46Z,125512
2022-04-09T05:17:51Z,130072
2022-04-09T05:22:46Z,125022
2022-04-09T05:27:47Z,126292
2022-04-09T05:32:49Z,128391
2022-04-09T05:37:50Z,129096
2022-04-09T05:42:46Z,125522
2022-04-09T05:47:48Z,127319
2022-04-09T05:52:52Z,131124
2022-04-09T05:57:50Z,129445
2022-04-09T06:02:51Z,130790
2022-04-09T06:07:48Z,127411
2022-04-09T06:12:48Z,127369
2022-04-09T06:17:48Z,127220
2022-04-09T06:22:48Z,127603
2022-04-09T06:28:12Z,151569
2022-04-09T06:33:07Z,146751
2022-04-09T06:38:11Z,150237
2022-04-09T06:43:08Z,147742
2022-04-09T06:48:13Z,148435
2022-04-09T06:53:13Z,152849
2022-04-09T06:58:14Z,153909
2022-04-09T07:03:14Z,153314
2022-04-09T07:08:09Z,148915
2022-04-09T07:13:18Z,157659
2022-04-09T07:18:17Z,156804
2022-04-09T07:23:12Z,151404
2022-04-09T07:28:08Z,147327
2022-04-09T07:33:05Z,144458
2022-04-09T07:38:10Z,149792
2022-04-09T07:43:28Z,167338
2022-04-09T07:48:08Z,147604
2022-04-09T07:53:12Z,150602
2022-04-09T07:58:14Z,153856
2022-04-09T08:03:10Z,149053
2022-04-09T08:08:14Z,153774
2022-04-09T08:13:16Z,154981
2022-04-09T08:18:15Z,154808
2022-04-09T08:23:15Z,154653
2022-04-09T08:28:15Z,154680
2022-04-09T08:32:54Z,133152
2022-04-09T08:37:55Z,134424
2022-04-09T08:42:53Z,132320
2022-04-09T08:47:51Z,130786
2022-04-09T08:52:50Z,129660
2022-04-09T08:57:54Z,133625
2022-04-09T09:02:56Z,135690
2022-04-09T09:07:53Z,132697
2022-04-09T09:12:53Z,130060
2022-04-09T09:17:55Z,134258
2022-04-09T09:23:04Z,141509
2022-04-09T09:27:55Z,134835
2022-04-09T09:32:51Z,130909
2022-04-09T09:37:51Z,130491
2022-04-09T09:42:52Z,131559
2022-04-09T09:47:52Z,131712
2022-04-09T09:52:53Z,132432
2022-04-09T09:57:53Z,132946
2022-04-09T10:02:53Z,132023
2022-04-09T10:07:54Z,133075
2022-04-09T10:12:53Z,132633
2022-04-09T10:17:56Z,135457
2022-04-09T10:23:00Z,139417
2022-04-09T10:27:53Z,132158
2022-04-09T10:32:56Z,135473
2022-04-09T10:37:58Z,134440
2022-04-09T10:42:56Z,135833
2022-04-09T10:47:59Z,135240
2022-04-09T10:52:55Z,134824
2022-04-09T10:57:59Z,138954
2022-04-09T11:02:59Z,138434
2022-04-09T11:08:01Z,140663
2022-04-09T11:12:55Z,134268
2022-04-09T11:17:56Z,135185
2022-04-09T11:22:55Z,134938
2022-04-09T11:27:57Z,136738
2022-04-09T11:32:56Z,135332
2022-04-09T11:37:54Z,133575
2022-04-09T11:42:53Z,132866
2022-04-09T11:47:57Z,136935
2022-04-09T11:52:56Z,135663
2022-04-09T11:57:58Z,137352
2022-04-09T12:02:56Z,135147
2022-04-09T12:07:56Z,135843
2022-04-09T12:12:58Z,137447
2022-04-09T12:18:01Z,140455
2022-04-09T12:23:03Z,142156
2022-04-09T12:28:05Z,144304
2022-04-09T12:32:59Z,138455
2022-04-09T12:38:00Z,139337
2022-04-09T12:43:01Z,140054
2022-04-09T12:47:58Z,137681
2022-04-09T12:53:01Z,140501
2022-04-09T12:57:58Z,137543
2022-04-09T13:03:02Z,141342
2022-04-09T13:08:00Z,139261
2022-04-09T13:12:55Z,134003
2022-04-09T13:18:00Z,137886
2022-04-09T13:22:58Z,137282
2022-04-09T13:28:01Z,140368
2022-04-09T13:33:02Z,141535
2022-04-09T13:37:59Z,138793
2022-04-09T13:42:59Z,138861
2022-04-09T13:47:58Z,137384
2022-04-09T13:52:57Z,136754
2022-04-09T13:58:02Z,141702
2022-04-09T14:03:01Z,140283
2022-04-09T14:07:58Z,137404
2022-04-09T14:13:00Z,139347
2022-04-09T14:17:59Z,138141
2022-04-09T14:22:58Z,137722
2022-04-09T14:28:03Z,142067
2022-04-09T14:33:01Z,140408
2022-04-09T14:38:01Z,140406
2022-04-09T14:43:00Z,139865
2022-04-09T14:48:04Z,143186
2022-04-09T14:53:02Z,141288
2022-04-09T14:58:04Z,143421
2022-04-09T15:03:01Z,140174
2022-04-09T15:08:04Z,143391
2022-04-09T15:13:01Z,140748
2022-04-09T15:18:02Z,141350
2022-04-09T15:23:03Z,142079
2022-04-09T15:28:02Z,141572
2022-04-09T15:33:02Z,141985
2022-04-09T15:38:02Z,141624
2022-04-09T15:43:00Z,139552
2022-04-09T15:48:03Z,142665
2022-04-09T15:53:11Z,146047
2022-04-09T15:58:03Z,142956
2022-04-09T16:03:10Z,145299
2022-04-09T16:08:08Z,147237
2022-04-09T16:13:11Z,150903
2022-04-09T16:18:07Z,146819
2022-04-09T16:23:02Z,141894
2022-04-09T16:28:10Z,149150
2022-04-09T16:33:06Z,145808
2022-04-09T16:38:06Z,145644
2022-04-09T16:43:05Z,144791
2022-04-09T16:48:06Z,144999
2022-04-09T16:53:04Z,143866
2022-04-09T16:58:07Z,146900
2022-04-09T17:03:06Z,145783
2022-04-09T17:08:09Z,146905
2022-04-09T17:13:04Z,143114
2022-04-09T17:18:08Z,147950
2022-04-09T17:23:08Z,147036
2022-04-09T17:28:10Z,149094
2022-04-09T17:33:10Z,149143
2022-04-09T17:38:06Z,145665
2022-04-09T17:43:04Z,143558
2022-04-09T17:48:08Z,147737
2022-04-09T17:53:08Z,147110
2022-04-09T17:58:08Z,147666
2022-04-09T18:03:07Z,146377
2022-04-09T18:08:06Z,145232
2022-04-09T18:13:10Z,149112
2022-04-09T18:18:09Z,148712
2022-04-09T18:23:06Z,145500
2022-04-09T18:28:07Z,146779
2022-04-09T18:33:11Z,146490
2022-04-09T18:38:08Z,147364
2022-04-09T18:43:07Z,146581
2022-04-09T18:48:12Z,151710
2022-04-09T18:53:11Z,150315
2022-04-09T18:58:10Z,148992
2022-04-09T19:03:08Z,147670
2022-04-09T19:08:08Z,147109
2022-04-09T19:13:11Z,150916
2022-04-09T19:18:08Z,147237
2022-04-09T19:23:11Z,150559
2022-04-09T19:28:11Z,150443
2022-04-09T19:33:09Z,148985
2022-04-09T19:38:13Z,152548
2022-04-09T19:43:11Z,149516
2022-04-09T19:48:11Z,148537
2022-04-09T19:53:11Z,150703
2022-04-09T19:58:14Z,153690
2022-04-09T20:03:13Z,152690
2022-04-09T20:08:10Z,149037
2022-04-09T20:13:11Z,149975
2022-04-09T20:18:13Z,152686
2022-04-09T20:23:14Z,153314
2022-04-09T20:28:17Z,156250
2022-04-09T20:33:11Z,150452
2022-04-09T20:38:09Z,148006
2022-04-09T20:43:15Z,154867
2022-04-09T20:48:11Z,150708
2022-04-09T20:53:13Z,152794
2022-04-09T20:58:11Z,150326
2022-04-09T21:03:14Z,153000
2022-04-09T21:08:16Z,153385
2022-04-09T21:13:11Z,150466
2022-04-09T21:18:13Z,152697
2022-04-09T21:23:11Z,150200
2022-04-09T21:28:15Z,154002
2022-04-09T21:33:13Z,152544
2022-04-09T21:38:10Z,149458
2022-04-09T21:43:12Z,151935
2022-04-09T21:48:13Z,152796
2022-04-09T21:53:10Z,149088
2022-04-09T21:58:11Z,150179
2022-04-09T22:03:10Z,149136
2022-04-09T22:08:13Z,152573
2022-04-09T22:13:12Z,151053
2022-04-09T22:18:15Z,154265
2022-04-09T22:23:10Z,149655
2022-04-09T22:28:11Z,150841
2022-04-09T22:33:11Z,150098
2022-04-09T22:38:13Z,151320
2022-04-09T22:43:15Z,154626
2022-04-09T22:48:15Z,154420
2022-04-09T22:53:16Z,155268
2022-04-09T22:58:14Z,153416
2022-04-09T23:03:13Z,152420
2022-04-09T23:08:50Z,189963
2022-04-09T23:13:12Z,151320
2022-04-09T23:18:12Z,151054
2022-04-09T23:23:15Z,154244
2022-04-09T23:28:15Z,154723
2022-04-09T23:33:15Z,154904
2022-04-09T23:38:37Z,176894
2022-04-09T23:43:14Z,153470
2022-04-09T23:48:15Z,154985
2022-04-09T23:53:15Z,154165
2022-04-09T23:58:16Z,155969
2022-04-10T00:03:20Z,159391
2022-04-10T00:08:17Z,156905
2022-04-10T00:13:14Z,153269
2022-04-10T00:18:16Z,155115
2022-04-10T00:23:14Z,153728
2022-04-10T00:28:18Z,157551
2022-04-10T00:33:16Z,155659
2022-04-10T00:38:15Z,154210
2022-04-10T00:43:13Z,152401
2022-04-10T00:48:16Z,155333
2022-04-10T00:53:14Z,153207
2022-04-10T00:58:12Z,151734
2022-04-10T01:03:16Z,155339
2022-04-10T01:08:22Z,158398
2022-04-10T01:13:17Z,156171
2022-04-10T01:18:24Z,160502
2022-04-10T01:23:18Z,157205
2022-04-10T01:28:18Z,157992
2022-04-10T01:33:19Z,158338
2022-04-10T01:38:20Z,159114
2022-04-10T01:43:18Z,157730
2022-04-10T01:48:20Z,159716
2022-04-10T01:53:22Z,161422
2022-04-10T01:58:18Z,157806
2022-04-10T02:03:19Z,158319
2022-04-10T02:08:17Z,156856
2022-04-10T02:13:14Z,153914
2022-04-10T02:18:17Z,156610
2022-04-10T02:23:18Z,157293
2022-04-10T02:28:19Z,158336
2022-04-10T02:33:18Z,155374
2022-04-10T02:38:17Z,156156
2022-04-10T02:43:19Z,158400
2022-04-10T02:48:20Z,158978
2022-04-10T02:53:18Z,157961
2022-04-10T02:58:22Z,161573
2022-04-10T03:03:22Z,161916
2022-04-10T03:08:20Z,159617
2022-04-10T03:13:19Z,158415
2022-04-10T03:18:17Z,156535
2022-04-10T03:23:15Z,154372
2022-04-10T03:28:19Z,158068
2022-04-10T03:33:17Z,156629
2022-04-10T03:38:20Z,159196
2022-04-10T03:43:31Z,166096
2022-04-10T03:48:17Z,154650
2022-04-10T03:53:17Z,156766
2022-04-10T03:58:18Z,157779
2022-04-10T04:03:17Z,156194
2022-04-10T04:08:17Z,156955
2022-04-10T04:13:20Z,159115
2022-04-10T04:18:18Z,157413
2022-04-10T04:23:19Z,158602
2022-04-10T04:28:21Z,160046
2022-04-10T04:33:20Z,159542
2022-04-10T04:38:26Z,165270
2022-04-10T04:43:23Z,162363
2022-04-10T04:48:18Z,157740
2022-04-10T04:53:22Z,161533
2022-04-10T04:58:19Z,158923
2022-04-10T05:03:19Z,158748
2022-04-10T05:08:19Z,158367
2022-04-10T05:13:20Z,159509
2022-04-10T05:18:18Z,157838
2022-04-10T05:23:20Z,159444
2022-04-10T05:28:22Z,161457
2022-04-10T05:33:22Z,161078
2022-04-10T05:38:19Z,158861
2022-04-10T05:43:40Z,179080
2022-04-10T05:48:19Z,158923
2022-04-10T05:53:16Z,155557
2022-04-10T05:58:20Z,159938
2022-04-10T06:03:18Z,157967
2022-04-10T06:08:20Z,159332
2022-04-10T06:13:17Z,154868
2022-04-10T06:18:21Z,160063
2022-04-10T06:23:21Z,160717
2022-04-10T06:28:50Z,186112
2022-04-10T06:33:51Z,190588
2022-04-10T06:38:51Z,190154
2022-04-10T06:43:51Z,189975
2022-04-10T06:48:43Z,182018
2022-04-10T06:53:41Z,180542
2022-04-10T06:58:49Z,188706
2022-04-10T07:03:42Z,181135
2022-04-10T07:08:44Z,183825
2022-04-10T07:13:38Z,177434
2022-04-10T07:18:43Z,182737
2022-04-10T07:23:38Z,177318
2022-04-10T07:28:43Z,182651
2022-04-10T07:33:43Z,180363
2022-04-10T07:38:44Z,183024
2022-04-10T07:43:42Z,176785
2022-04-10T07:48:47Z,184101
2022-04-10T07:53:41Z,180344
2022-04-10T07:58:48Z,187339
2022-04-10T08:03:40Z,179472
2022-04-10T08:08:50Z,189024
2022-04-10T08:13:43Z,182916
2022-04-10T08:18:41Z,180699
2022-04-10T08:23:48Z,187102
2022-04-10T08:28:43Z,182580
2022-04-10T08:33:50Z,189164
2022-04-10T08:39:03Z,202213
2022-04-10T08:43:53Z,192002
2022-04-10T08:48:53Z,192954
2022-04-10T08:53:30Z,169664
2022-04-10T08:58:27Z,165473
2022-04-10T09:03:29Z,168067
2022-04-10T09:08:27Z,166553
2022-04-10T09:13:27Z,162356
2022-04-10T09:18:26Z,165483
2022-04-10T09:23:27Z,166026
2022-04-10T09:28:25Z,164475
2022-04-10T09:33:29Z,167976
2022-04-10T09:38:25Z,164894
2022-04-10T09:43:23Z,162543
2022-04-10T09:48:27Z,166113
2022-04-10T09:53:22Z,161124
2022-04-10T09:58:25Z,164889
2022-04-10T10:03:25Z,164054
2022-04-10T10:08:24Z,163248
2022-04-10T10:13:26Z,165730
2022-04-10T10:18:26Z,165261
2022-04-10T10:23:27Z,162956
2022-04-10T10:28:30Z,167316
2022-04-10T10:33:28Z,165685
2022-04-10T10:38:25Z,164449
2022-04-10T10:43:25Z,164236
2022-04-10T10:48:26Z,165822
2022-04-10T10:53:26Z,165868
2022-04-10T10:59:35Z,234965
2022-04-10T11:03:33Z,172945
2022-04-10T11:08:34Z,173612
2022-04-10T11:13:26Z,165306
2022-04-10T11:18:23Z,162791
2022-04-10T11:23:27Z,166011
2022-04-10T11:28:28Z,167732
2022-04-10T11:33:24Z,163027
2022-04-10T11:38:31Z,165086
2022-04-10T11:44:07Z,206689
2022-04-10T11:48:42Z,181384
2022-04-10T11:53:30Z,169744
2022-04-10T11:58:32Z,171104
2022-04-10T12:03:34Z,173431
2022-04-10T12:08:27Z,166595
2022-04-10T12:14:08Z,207334
2022-04-10T12:18:31Z,170529
2022-04-10T12:23:34Z,173825
2022-04-10T12:28:27Z,166237
2022-04-10T12:33:29Z,168793
2022-04-10T12:38:28Z,167837
2022-04-10T12:44:28Z,227132
2022-04-10T12:48:29Z,168519
2022-04-10T12:53:37Z,176195
2022-04-10T12:58:30Z,167191
2022-04-10T13:03:33Z,172117
2022-04-10T13:09:06Z,204350
2022-04-10T13:13:30Z,169627
2022-04-10T13:18:43Z,182862
2022-04-10T13:23:37Z,176774
2022-04-10T13:28:29Z,168609
2022-04-10T13:33:36Z,175016
2022-04-10T13:38:36Z,175993
2022-04-10T13:43:32Z,171705
2022-04-10T13:48:30Z,169394
2022-04-10T13:53:33Z,172598
2022-04-10T13:58:38Z,177149
2022-04-10T14:04:01Z,200555
2022-04-10T14:08:29Z,168748
2022-04-10T14:13:30Z,169314
2022-04-10T14:18:33Z,172596
2022-04-10T14:23:46Z,185074
2022-04-10T14:28:35Z,174096
2022-04-10T14:33:35Z,174003
2022-04-10T14:38:39Z,178653
2022-04-10T14:43:34Z,173680
2022-04-10T14:48:37Z,176027
2022-04-10T14:53:37Z,176386
2022-04-10T14:58:35Z,174689
2022-04-10T15:03:35Z,174226
2022-04-10T15:08:35Z,174901
2022-04-10T15:13:36Z,175113
2022-04-10T15:18:33Z,172223
2022-04-10T15:23:45Z,184527
2022-04-10T15:28:35Z,174132
2022-04-10T15:33:32Z,171489
2022-04-10T15:38:34Z,173641
2022-04-10T15:43:36Z,175762
2022-04-10T15:48:36Z,175952
2022-04-10T15:53:40Z,179676
2022-04-10T15:58:37Z,176627
2022-04-10T16:03:34Z,173096
2022-04-10T16:08:38Z,177358
2022-04-10T16:13:37Z,176241
2022-04-10T16:18:38Z,177097
2022-04-10T16:23:39Z,178121
2022-04-10T16:28:40Z,179636
2022-04-10T16:33:38Z,177095
2022-04-10T16:38:41Z,180753
2022-04-10T16:43:38Z,177073
2022-04-10T16:48:41Z,176031
2022-04-10T16:53:35Z,174341
2022-04-10T16:58:38Z,177281
2022-04-10T17:03:45Z,184538
2022-04-10T17:08:45Z,184534
2022-04-10T17:13:36Z,175934
2022-04-10T17:18:36Z,175959
2022-04-10T17:23:37Z,176838
2022-04-10T17:28:40Z,179078
2022-04-10T17:33:36Z,175670
2022-04-10T17:38:41Z,180002
2022-04-10T17:43:37Z,176548
2022-04-10T17:48:41Z,180322
2022-04-10T17:53:44Z,183513
2022-04-10T17:58:41Z,180164
2022-04-10T18:03:42Z,178436
2022-04-10T18:10:36Z,295613
2022-04-10T18:13:40Z,175223
2022-04-10T18:18:39Z,178841
2022-04-10T18:23:37Z,176313
2022-04-10T18:28:44Z,183970
2022-04-10T18:33:41Z,180720
2022-04-10T18:38:41Z,180785
2022-04-10T18:43:39Z,178774
2022-04-10T18:48:39Z,178131
2022-04-10T18:53:52Z,191623
2022-04-10T18:58:48Z,187564
2022-04-10T19:03:43Z,182137
2022-04-10T19:08:49Z,188310
2022-04-10T19:13:37Z,176917
2022-04-10T19:18:42Z,181550
2022-04-10T19:23:43Z,178383
2022-04-10T19:28:40Z,179386
2022-04-10T19:33:48Z,184363
2022-04-10T19:38:42Z,181554
2022-04-10T19:43:41Z,180769
2022-04-10T19:48:42Z,181371
2022-04-10T19:53:38Z,177973
2022-04-10T19:58:41Z,180837
2022-04-10T20:03:43Z,182912
2022-04-10T20:08:42Z,181222
2022-04-10T20:13:42Z,181114
2022-04-10T20:18:44Z,183731
2022-04-10T20:23:48Z,187116
2022-04-10T20:28:47Z,186238
2022-04-10T20:33:49Z,188313
2022-04-10T20:38:50Z,189150
2022-04-10T20:43:40Z,179699
2022-04-10T20:48:43Z,182140
2022-04-10T20:53:45Z,184685
2022-04-10T20:58:54Z,191692
2022-04-10T21:03:49Z,188893
2022-04-10T21:08:52Z,191436
2022-04-10T21:13:49Z,188653
2022-04-10T21:18:50Z,189024
2022-04-10T21:23:45Z,184839
2022-04-10T21:28:43Z,182783
2022-04-10T21:33:44Z,183461
2022-04-10T21:38:44Z,183251
2022-04-10T21:43:48Z,187424
2022-04-10T21:49:00Z,199384
2022-04-10T21:53:49Z,188374
2022-04-10T21:58:52Z,191689
2022-04-10T22:03:49Z,188956
2022-04-10T22:08:52Z,186052
2022-04-10T22:13:48Z,187764
2022-04-10T22:18:53Z,192749
2022-04-10T22:23:49Z,188134
2022-04-10T22:28:53Z,192287
2022-04-10T22:33:55Z,194162
2022-04-10T22:38:44Z,183944
2022-04-10T22:43:52Z,191044
2022-04-10T22:48:57Z,196858
2022-04-10T22:53:47Z,186592
2022-04-10T22:58:45Z,184215
2022-04-10T23:03:51Z,190050
2022-04-10T23:08:58Z,197666
2022-04-10T23:13:50Z,189698
2022-04-10T23:18:53Z,192810
2022-04-10T23:23:45Z,184366
2022-04-10T23:28:51Z,190220
2022-04-10T23:33:49Z,186074
2022-04-10T23:38:50Z,189592
2022-04-10T23:43:52Z,185581
2022-04-10T23:49:54Z,253783
2022-04-10T23:53:53Z,192308
2022-04-10T23:58:55Z,193988
2022-04-11T00:03:50Z,189052
2022-04-11T00:08:49Z,188395
2022-04-11T00:13:45Z,184364
2022-04-11T00:18:46Z,185703
2022-04-11T00:23:49Z,188752
2022-04-11T00:28:50Z,189708
2022-04-11T00:33:54Z,193151
2022-04-11T00:38:53Z,192066
2022-04-11T00:43:51Z,190227
2022-04-11T00:48:45Z,184626
2022-04-11T00:53:57Z,194258
2022-04-11T00:58:48Z,187785
2022-04-11T01:03:49Z,188189
2022-04-11T01:08:59Z,198671
2022-04-11T01:13:58Z,197104
2022-04-11T01:18:57Z,195987
2022-04-11T01:24:00Z,199311
2022-04-11T01:28:51Z,190733
2022-04-11T01:33:51Z,190204
2022-04-11T01:38:50Z,188992
2022-04-11T01:44:03Z,202341
2022-04-11T01:48:52Z,191608
2022-04-11T01:53:55Z,194515
2022-04-11T01:58:52Z,191731
2022-04-11T02:03:51Z,190310
2022-04-11T02:08:52Z,191031
2022-04-11T02:13:49Z,188031
2022-04-11T02:18:53Z,192028
2022-04-11T02:23:51Z,190958
2022-04-11T02:28:56Z,195426
2022-04-11T02:33:57Z,196802
2022-04-11T02:38:58Z,197690
2022-04-11T02:43:54Z,193432
2022-04-11T02:48:49Z,188225
2022-04-11T02:53:49Z,188655
2022-04-11T02:58:48Z,187926
