ID,number of incoming elements,duration of download (in ms),duration for reloading nodes (in ms),number of reloaded nodes,number of published elements for subject [all],number of published elements for subject [routing],duration for Filtering for subject [routing] (in ms),number of published elements for subject [search],duration for Filtering for subject [search] (in ms)
2022-03-07T20:32:12+01:00,,,,,5000,0,1,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,1,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,1,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,1,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,1,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,1,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,1,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,1,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,1,0,0
2022-03-07T20:32:12+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,1,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,1,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,1,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,1,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,1,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,2,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,1,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:13+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,2,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,1,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,3,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:14+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:15+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:15+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:15+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:15+01:00,,,,,5000,0,0,0,0
2022-03-07T20:32:15+01:00,,,,,5000,0,1,0,0
2022-03-07T20:32:15+01:00,,,,,3415,0,0,0,0
2022-03-07T20:32:15+01:00,,,,,4174,4174,337,0,0
2022-03-07T20:34:41+01:00,,,,,49035,36992,133,190,16
2022-03-07T20:34:42+01:00,,,,,41798,33407,131,145,14
2022-03-07T20:34:42+01:00,,,,,43397,32624,108,177,11
2022-03-07T20:34:42+01:00,,,,,45798,23963,93,1188,84
2022-03-07T20:34:42+01:00,,,,,47206,25755,87,779,23
2022-03-07T20:34:42+01:00,,,,,42622,18619,65,1431,149
2022-03-07T20:34:43+01:00,,,,,43701,9898,57,2950,356
2022-03-07T20:34:43+01:00,,,,,50262,10001,41,2796,359
2022-03-07T20:34:43+01:00,,,,,46379,5808,22,1682,179
2022-03-07T20:34:44+01:00,,,,,44767,8953,35,3168,493
2022-03-07T20:34:44+01:00,,,,,46042,8321,39,3787,652
2022-03-07T20:34:45+01:00,,,,,47071,4978,22,3995,750
2022-03-07T20:34:46+01:00,,,,,43268,4092,20,4198,784
2022-03-07T20:34:47+01:00,,,,,40860,5540,22,5404,1087
2022-03-07T20:34:48+01:00,,,,,46542,1741,8,6303,911
2022-03-07T20:34:49+01:00,,,,,36401,668,6,6154,1113
2022-03-07T20:34:51+01:00,,,,,38597,265,3,7646,1709
2022-03-07T20:34:52+01:00,,,,,39986,632,4,6571,1579
2022-03-07T20:34:53+01:00,,,,,41685,2885,19,4539,776
2022-03-07T20:34:54+01:00,,,,,36646,3328,14,4441,700
2022-03-07T20:34:54+01:00,,,,,38394,4685,18,3573,531
2022-03-07T20:34:55+01:00,,,,,62573,4483,20,4071,746
2022-03-07T20:34:55+01:00,,,,,43187,6709,26,3214,393
2022-03-07T20:34:56+01:00,,,,,40147,4117,21,3179,450
2022-03-07T20:34:57+01:00,,,,,37049,2452,16,5507,942
2022-03-07T20:34:57+01:00,,,,,36308,7758,34,3254,375
2022-03-07T20:34:58+01:00,,,,,35207,7040,28,3649,514
2022-03-07T20:34:58+01:00,,,,,38722,3753,19,4936,671
2022-03-07T20:34:59+01:00,,,,,33076,1663,8,6892,1194
2022-03-07T20:35:00+01:00,,,,,33560,4614,31,5576,906
2022-03-07T20:35:01+01:00,,,,,35671,3070,14,4207,543
2022-03-07T20:35:01+01:00,,,,,40203,5750,27,2311,228
2022-03-07T20:35:01+01:00,,,,,35625,6342,25,2702,276
2022-03-07T20:35:02+01:00,,,,,35168,9726,42,1260,54
2022-03-07T20:35:02+01:00,,,,,35321,3366,14,790,31
2022-03-07T20:35:02+01:00,,,,,35312,5262,36,1438,80
2022-03-07T20:35:02+01:00,,,,,36875,3853,15,2354,234
2022-03-07T20:35:02+01:00,,,,,36983,3899,17,2227,213
2022-03-07T20:35:02+01:00,,,,,37490,3766,18,1650,122
2022-03-07T20:35:02+01:00,,,,,39227,7988,50,1425,121
2022-03-07T20:35:03+01:00,,,,,39801,10275,33,1267,77
2022-03-07T20:35:03+01:00,,,,,36054,11034,38,1772,132
2022-03-07T20:35:03+01:00,,,,,36569,16506,74,1678,99
2022-03-07T20:35:03+01:00,,,,,34544,8356,36,1770,111
2022-03-07T20:35:03+01:00,,,,,37359,10560,46,716,31
2022-03-07T20:35:03+01:00,,,,,24394,6574,28,771,35
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,1,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:03+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,2,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,1,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,1,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,1,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,1,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,1,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,1,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,1,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,1,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,1,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,1,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,2,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,1,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,1,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,1,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,1,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,1,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,1,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,1,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,1,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:04+01:00,,,,,5000,0,1,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,5,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,1,0,2
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,1,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,2,0,1
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
2022-03-07T20:35:05+01:00,,,,,5000,0,0,0,0
